name,neighborhood,address,url,latitude,longitude,image,tags,categories
Café Weekend,Central District,"851 Hiawatha Pl S, Seattle, WA 98144",https://intentionalist.com/b/cafe-weekend/,47.594575,-122.3096614,https://intentionalist.com/wp-content/uploads/2018/02/5a83d1546bfd5d0001360f0a_CafeWeekend-Facebook-1-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Cafe']
Lake Chad Café,Central District,"1712 S Jackson St, Seattle, WA 98144",https://intentionalist.com/b/lake-chad-cafe/,47.5994871,-122.3097805,https://intentionalist.com/wp-content/uploads/2018/02/5a83d1febf55410001f090d4_Lake20Chad20Cafe20-20Facebook-1-150x150.jpg,['Minority-Owned'],['Restaurants']
Automotive Brakes & Service,Central District,"308 14th Ave S, Seattle, WA 98144",https://intentionalist.com/b/automotive-brakes-service/,47.5996432,-122.3138205,https://intentionalist.com/wp-content/themes/intentionalist-vantage-custom/assets/images/placeholder.png,"['Family-Owned', 'Minority-Owned']",['Other Services']
Blue Nile Restaurant – Central District,Central District,"456 12th Ave, Seattle, WA 98122",https://intentionalist.com/b/blue-nile-restaurant/,47.6057882,-122.3165602,https://intentionalist.com/wp-content/uploads/2018/02/5a83d325ea481100011ad7b5_Blue20Nile20Restaurant20-20Website-1-150x150.png,['Minority-Owned'],['Restaurants']
Chuck’s Hop Shop,Central District,"2001 E Union St, Seattle, WA 98122",https://intentionalist.com/b/chucks-hop-shop/,47.612708,-122.3056992,https://intentionalist.com/wp-content/uploads/2018/02/5a83d365ac44a5000123c3e2_Chuck27s20Hop20Shop20-20Facebook-1-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Bars']
Wong Tung Seafood,Chinatown ID,"210 12th Ave S, Seattle, WA 98144",https://intentionalist.com/b/wong-tung-seafood/,47.600399,-122.316694,https://intentionalist.com/wp-content/uploads/2018/02/5a83d3d89be89d00016a9663_Wong20Tung20Seafood20-20Website-1-150x150.jpg,"['Minority-Owned', 'Woman-Owned']","['Grocery, Markets & Convenience Stores']"
Frank’s Smoked BBQ,Central District,"2509 E Cherry St, Seattle, WA 98122",https://intentionalist.com/b/franks-smoked-bbq/,47.6078426,-122.2995028,https://intentionalist.com/wp-content/uploads/2018/02/5a83d4af6755db000127ac60_FrankE28099s20Smoked20BBQ20-20Facebook-1-150x150.jpg,['Minority-Owned'],['Restaurants']
Union Market,Central District,"2101 E Union St, Seattle, WA 98122",https://intentionalist.com/b/union-market/,47.6127107,-122.3047391,https://intentionalist.com/wp-content/uploads/2018/02/5a83d60d6bfd5d0001360f8f_Union20Market-Google-1-150x150.jpg,['Minority-Owned'],"['Grocery, Markets & Convenience Stores']"
MC Nails,Central District,"2211 E Madison St, Seattle, WA 98112",https://intentionalist.com/b/mc-nails/,47.618127,-122.3036696,https://intentionalist.com/wp-content/uploads/2018/02/5a83d68abf55410001f0917f_MC20Nails-Google-1-150x150.jpg,"['Minority-Owned', 'Woman-Owned']",['Beauty & Spa']
Beauty Theory Salon,Central District,"2014 E Union St, Seattle, WA 98122",https://intentionalist.com/b/beauty-theory-salon/,47.6132799,-122.3054804,https://intentionalist.com/wp-content/uploads/2018/02/5a83d7c7438a4300013955bd_BeautyTheory-website-150x150.jpeg,"['Minority-Owned', 'Woman-Owned']",['Beauty & Spa']
Seattle 3D brows,Central District,"1800 S Jackson St, Seattle, WA 98144",https://intentionalist.com/b/seattle-3d-brows/,47.5994649,-122.3084074,https://intentionalist.com/wp-content/uploads/2018/02/5a83d9679be89d00016a9712_Seattle203D20Brows20-20Facebook-150x150.jpg,"['Minority-Owned', 'Woman-Owned']",['Beauty & Spa']
Jolie Nails and Spa,Central District,"714 12th Ave, Seattle, WA 98122",https://intentionalist.com/b/jolie-nails-and-spa/,47.608616,-122.3164681,https://intentionalist.com/wp-content/uploads/2018/02/5a83d9b5bf55410001f091d3_Jolie20Nails20and20Spa20-20Facebook-1-150x150.jpg,"['Minority-Owned', 'Woman-Owned']",['Beauty & Spa']
Seattle Fish Guys,Central District,"411 23rd Avenue S, Seattle, WA 98144",https://intentionalist.com/b/seattle-fish-guys/,47.5989222,-122.3026851,https://intentionalist.com/wp-content/uploads/2018/02/5a83d6c96bfd5d0001360f99_Seattle20Fish20Guys20-20Facebook-1-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Smiles On Madison,Central District,"2209 E Madison St, Seattle, WA 98112",https://intentionalist.com/b/smiles-on-madison/,47.6182082,-122.3034934,https://intentionalist.com/wp-content/uploads/2018/02/5a83d9fd6755db000127acf8_Smiles20on20Madison20-20Facebook-1-150x150.jpg,['Minority-Owned'],['Other Services']
Carniceria Azteca,Central District,"1265 S Main St, Seattle, WA 98144",https://intentionalist.com/b/carniceria-azteca/,47.5997877,-122.3144486,https://intentionalist.com/wp-content/uploads/2018/02/5a83cb9c6bfd5d0001360e89_Carniceria20Azteca-Yelp-1-150x150.jpg,"['Latino-Owned', 'Minority-Owned']","['Grocery, Markets & Convenience Stores']"
Eat Thai Cuisine,Queen Anne,"101 Nickerson St, Seattle, WA 98109",https://intentionalist.com/b/eat-thai-cuisine/,47.6484633,-122.3554532,https://intentionalist.com/wp-content/uploads/2018/02/5a83c51e9be89d00016a9503_Eat20Thai20Cuisine-Google-1-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Bite Box,Queen Anne,"307 W McGraw St, Seattle, WA 98119",https://intentionalist.com/b/bite-box/,47.639474,-122.3614825,https://intentionalist.com/wp-content/uploads/2018/02/5a83c38b9be89d00016a94b3_Bite20Box20-20Facebook-1-150x150.jpg,"['Minority-Owned', 'Woman-Owned']",['Restaurants']
Orrapin Thai Cuisine,Queen Anne,"10 Boston St, Seattle, WA 98109",https://intentionalist.com/b/orrapin-thai-cuisine/,47.6385539,-122.3564903,https://intentionalist.com/wp-content/uploads/2018/02/5a83ca1c7536190001b52e00_Orrapin20Thai20Cuisine20-20Website-1-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Ikiiki Sushi – Queen Anne,Queen Anne,"12 Boston St, Seattle, WA 98109",https://intentionalist.com/b/ikiiki-sushi-queen-anne/,47.6385628,-122.3564291,https://intentionalist.com/wp-content/uploads/2018/02/5a83c9719be89d00016a9567_Ikiiki20-20Facebook-1-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned']",['Restaurants']
Grappa,Queen Anne,"2 Boston St, Seattle, WA 98109",https://intentionalist.com/b/grappa/,47.6385675,-122.3566626,https://intentionalist.com/wp-content/uploads/2018/02/5a83c740bf55410001f08fe5_Grappa20-20Facebook-150x150.jpg,['Minority-Owned'],['Restaurants']
Tamari Bar,Capitol Hill,"500 E Pine St, Seattle, Washington 98122",https://intentionalist.com/b/tamari-bar/,47.6154893,-122.3252074,https://intentionalist.com/wp-content/uploads/2018/02/Screen-Shot-2018-06-04-at-10.07.29-AM-150x150.png,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Shodai Teriyaki,Central District,"1123 Martin Luther King Jr Way, Seattle, WA 98122",https://intentionalist.com/b/shodai-teriyaki/,47.6122255,-122.2964902,https://intentionalist.com/wp-content/uploads/2018/02/Screen-Shot-2018-06-04-at-10.42.02-AM-150x150.png,['Minority-Owned'],['Restaurants']
El Gallito,Capitol Hill,"1700 20th Ave, Seattle, WA 98122",https://intentionalist.com/b/el-gallito/,47.6176223,-122.3058622,https://intentionalist.com/wp-content/uploads/2018/02/el-gallito-150x150.jpg,"['Family-Owned', 'Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Cloud 9 Hookah Lounge,Central District,"2522 E Cherry St, Seattle, WA 98122",https://intentionalist.com/b/cloud-9-hookah-lounge/,47.6081941,-122.299134,https://intentionalist.com/wp-content/uploads/2018/02/Cloud-9-Home-1-150x150.jpg,['Minority-Owned'],['Bars']
Cheeky Cafe,Central District,"1700 S Jackson St, Seattle, Seattle, WA 98144",https://intentionalist.com/b/cheeky-cafe/,47.5993603,-122.310022,https://intentionalist.com/wp-content/uploads/2018/02/cheeky-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Clean Greens Farm & Market,Central District,"116 21st Ave, Seattle, WA 98122",https://intentionalist.com/b/clean-greens-farm-market/,47.6022196,-122.3047555,https://intentionalist.com/wp-content/uploads/2018/02/1547607688396-150x150.png,"['Black-Owned', 'Minority-Owned']","['Grocery, Markets & Convenience Stores']"
Chávez,Capitol Hill,"1734 12th Ave, Seattle, WA 98122",https://intentionalist.com/b/chavez/,47.6173159,-122.3166259,https://intentionalist.com/wp-content/uploads/2018/02/5a5aeb4f8a5c76000103636e_Chavez-Facebook-150x150.jpg,['Minority-Owned'],['Restaurants']
Chungee’s Drink ‘N Eat,Capitol Hill,"1830 12th Ave, Seattle, WA 98122",https://intentionalist.com/b/chungees-drink-n-eat/,47.6185903,-122.3166548,https://intentionalist.com/wp-content/uploads/2018/02/5a5ae58e61d8cc000186695f_Chungees20Drink20and20Eat-Facebook-1-150x150.jpg,"['Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Cherry Street Coffee House – Pine & Melrose,Capitol Hill,"320 E Pine St, Seattle, WA 98122",https://intentionalist.com/b/cherry-street-coffee-house-capitol-hill/,47.6155781,-122.3270998,https://intentionalist.com/wp-content/uploads/2018/02/5a6e9661a2bf8c0001cd6b15_Cherry20Street20Coffee20House20-20Website-1-150x150.jpg,"['Family-Owned', 'Minority-Owned']","['Coffee, Tea & Juice']"
Cafe Turko,Fremont,"750 N 34th St, Seattle, WA 98103",https://intentionalist.com/b/cafe-turko/,47.6495026,-122.3480834,https://intentionalist.com/wp-content/uploads/2018/02/5a5160dd428b18000130ed75_eVqilI75SaucHTfzUap3hA-150x150.jpg,"['Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Catering']
Cafe Argento,Capitol Hill,"1125 E Olive St, Seattle, WA 98122",https://intentionalist.com/b/cafe-argento/,47.6161595,-122.3172363,https://intentionalist.com/wp-content/uploads/2018/02/5a590947943fe20001aa1e92_Cafe20Argento-Clise-150x150.jpg,"['LGBTQ-Owned', 'Minority-Owned']","['Coffee, Tea & Juice']"
By the Pound Delicatessen,Capitol Hill,"1801 E Olive Way, Seattle, WA 98102",https://intentionalist.com/b/by-the-pound-delicatessen/,47.6197246,-122.3219686,https://intentionalist.com/wp-content/uploads/2018/02/5a6bc2cc5be39c0001840788_By20the20Pound20Delicatessen20-20Facebook-150x150.jpg,['Minority-Owned'],['Bars']
Bumbu Truck,Fremont,"Seattle, WA 98103",https://intentionalist.com/b/bumbu-truck/,47.6600087,-122.3425575,https://intentionalist.com/wp-content/uploads/2018/02/5a4e8fdddfc58c000147307d_21761421_1630377523653270_5546691828354636335_n-1-150x150.jpg,"['Minority-Owned', 'Woman-Owned']",['Food Trucks']
Brown Sugar Baking Company,Central District,"308 22nd Ave S Ste 101, Seattle, WA 98144",https://intentionalist.com/b/brown-sugar-baking-company/,47.5998238,-122.3028761,https://intentionalist.com/wp-content/uploads/2018/02/Brown-Sugar-Baking-Co-FB-150x150.jpg,"['Black-Owned', 'Minority-Owned', 'Woman-Owned']",['Bakeries']
Broadway Poke & Sushi,Capitol Hill,"212 Broadway E, Seattle, WA 98102",https://intentionalist.com/b/broadway-poke-sushi/,47.6204283,-122.3204674,https://intentionalist.com/wp-content/uploads/2018/02/5a591ecb23f74a000193a41b_18620128_435093650190486_7031608062455236133_n-1-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned']",['Restaurants']
ZapVerr Thai Restaurant & Lounge,Fremont,"3410 Fremont Ave N, Seattle, WA 98103",https://intentionalist.com/b/zapverr-thai-restaurant-lounge/,47.6499032,-122.3494938,https://intentionalist.com/wp-content/uploads/2018/02/5a514e2f78fd24000104b750_zapverr20-20website-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Bars']
Yo! Zushi,Capitol Hill,"1620 Broadway, Seattle, WA 98122",https://intentionalist.com/b/yo-zushi/,47.6160032,-122.3204246,https://intentionalist.com/wp-content/uploads/2018/02/5a6bb308c3659700013dbec7_YoZushi-website202-1-150x150.jpg,['Minority-Owned'],['Restaurants']
Yeti Bar,Capitol Hill,"1833 Broadway, Seattle, WA 98122",https://intentionalist.com/b/yeti-bar/,47.6185548,-122.3211606,https://intentionalist.com/wp-content/uploads/2018/02/5a6026c641947c0001354e9f_Yeti20Bar20-20Website-150x150.jpg,"['Minority-Owned', 'Woman-Owned']",['Bars']
Wedgwood II Vegetarian Thai,Capitol Hill,"420 Broadway E, Seattle, WA 98102",https://intentionalist.com/b/wedgwood-ii-vegetarian-thai/,47.6226378,-122.320601,https://intentionalist.com/wp-content/uploads/2018/02/5a516e2ccf6495000199cc10_Wedgwood20II-150x150.jpeg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned']",['Restaurants']
Wanderfish & Co.,Capitol Hill,"1620 Broadway, Seattle, WA 98122",https://intentionalist.com/b/wanderfish-co/,47.6160032,-122.3204246,https://intentionalist.com/wp-content/uploads/2018/02/5a5e79a2469be000012775f9_Wanderfish202620Co.20-20Facebook-150x150.jpg,['Minority-Owned'],['Restaurants']
Visette Boutique,Capitol Hill,"1417 10th Avenue Studio D Seattle, WA 98122",https://intentionalist.com/b/visette-boutique/,47.6135895,-122.3198282,https://intentionalist.com/wp-content/uploads/2018/02/Visette-Showroom-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Shopping']
Union Park Grocery & Deli,First Hill,"1312 Minor Ave, Seattle, WA 98101",https://intentionalist.com/b/union-park-grocery-deli/,47.6128664,-122.3266121,https://intentionalist.com/wp-content/uploads/2018/02/5a6bb6d9c3659700013dbffc_Union20Park20Grocery-1-150x150.jpg,"['Minority-Owned', 'Woman-Owned']","['Grocery, Markets & Convenience Stores']"
U:Don,Capitol Hill,"1640 12th Ave, Seattle , WA 98122",https://intentionalist.com/b/udon/,47.6157664,-122.3164151,https://intentionalist.com/wp-content/uploads/2018/02/5a596b1306756a00011ed208_U20Don-Clise-150x150.jpg,['Minority-Owned'],['Restaurants']
Tuk Tuk Mobile Feast,"Seattle, WA","Seattle, WA",https://intentionalist.com/b/tuk-tuk-mobile-feast/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2018/02/5a63b2a162c1610001885764_TukTuk20Mobile20Feast20-20Facebook-150x150.jpg,"['Minority-Owned', 'Woman-Owned']",['Food Trucks']
Tsukushinbo,Chinatown ID,"515 S Main St, Seattle, WA 98104",https://intentionalist.com/b/tsukushinbo/,47.5998559,-122.3267847,https://intentionalist.com/wp-content/uploads/2018/02/59d57258b87b3000016f3357_IMG_5283-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned']",['Restaurants']
Tigerly Ox,Central District,"2207 E Madison St, Seattle, WA 98112",https://intentionalist.com/b/tigerly-ox/,47.6180688,-122.3036882,https://intentionalist.com/wp-content/themes/intentionalist-vantage-custom/assets/images/placeholder.png,"['Family-Owned', 'Minority-Owned', 'Woman-Owned']",[0]
The Rhino Room,Capitol Hill,"1535 11th Ave, Seattle, WA 98122",https://intentionalist.com/b/the-rhino-room/,47.6150841,-122.3184693,https://intentionalist.com/wp-content/uploads/2018/02/5a6e8bfb8825510001072794_The20Rhino20Room20-20Website-1-150x150.png,"['Black-Owned', 'Minority-Owned']",['Event Venues']
The Monkey Bridge,Ballard,"1723 NW Market St, Seattle, WA 98107",https://intentionalist.com/b/the-monkey-bridge/,47.6684565,-122.3798609,https://intentionalist.com/wp-content/uploads/2018/02/The-Monkey-Bridge-150x150.png,['Minority-Owned'],['Restaurants']
The Egg & Us,Ballard,"4609 14th Ave NW, Seattle, WA 98107",https://intentionalist.com/b/the-egg-us/,47.6622669,-122.3735375,https://intentionalist.com/wp-content/uploads/2018/02/5a347c780781820001908fda_TheEggandUs-150x150.png,['Minority-Owned'],['Restaurants']
Thai-U-Up,,", Seattle, WA",https://intentionalist.com/b/thai-u-up/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2018/02/5a602b11acbe190001938f4f_1463630_362459867233404_128377908_n-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned']",['Food Trucks']
Teriyaki & Wok,Capitol Hill,"324 Broadway E, Seattle, WA 98102",https://intentionalist.com/b/teriyaki-wok/,47.6218211,-122.3206088,https://intentionalist.com/wp-content/uploads/2018/02/5a5ed744e45d220001e1762e_Teriyaki202620Wok20-20Website-1-150x150.jpg,"['Family-Owned', 'Minority-Owned']",['Restaurants']
Tentenyu Capitol Hill,Capitol Hill,"1510 Belmont Ave, Seattle, WA 98122",https://intentionalist.com/b/tentenyu-capitol-hill/,47.6144137,-122.324368,https://intentionalist.com/wp-content/uploads/2018/02/5a6e9ba25a94f2000109f60c_Tentenyu20Capitol20Hill20-20Facebook-1-150x150.jpg,['Minority-Owned'],['Restaurants']
Tea Republik,Capitol Hill,"202 Broadway E, Seattle, WA 98102",https://intentionalist.com/b/tea-republik/,47.6200875,-122.3204865,https://intentionalist.com/wp-content/uploads/2018/02/5a5ed76710ab800001d6dd62_Tea20Republik20Capitol20Hill20-20Facebook-150x150.jpg,"['Asian-Owned', 'Minority-Owned']","['Coffee, Tea & Juice']"
Taqueria Sotelo,Central District,"2015 E Union St, Seattle, WA 98122",https://intentionalist.com/b/taqueria-sotelo/,47.6126707,-122.3054178,https://intentionalist.com/wp-content/uploads/2018/02/5a729f25dcf026000174392f_Taqueria20Sotelo20-20Facebook-1-150x150.jpg,['Minority-Owned'],['Food Trucks']
Tangerine Tree Vietnamese Restaurant,First Hill,"1430 Harvard Ave, Seattle, WA 98122",https://intentionalist.com/b/tangerine-tree-vietnamese-restaurant/,47.6133928,-122.3221028,https://intentionalist.com/wp-content/uploads/2018/02/5a6bc167ff846b0001f0389f_Tangerine20Tree20-20Website-1-150x148.png,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Tacos La Flaca,,", Seattle, WA",https://intentionalist.com/b/tacos-la-flaca/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2018/02/5a6bbb950a6ad40001759278_Tacos20La20Flaca20-20Facebook-1-150x150.jpg,"['Minority-Owned', 'Woman-Owned']",['Food Trucks']
Tacos Chukis – Capitol Hill,Capitol Hill,"219 Broadway E, Seattle, WA 98102",https://intentionalist.com/b/tacos-chukis/,47.62057,-122.3213044,https://intentionalist.com/wp-content/uploads/2018/02/5a590ae796edf20001946e5b_Tacos20Chukis-Bobrow-150x150.jpg,['Minority-Owned'],['Restaurants']
Sunset Fried Chicken Sandwiches,Capitol Hill,"1610 12TH AVE, Seattle, WA 98122",https://intentionalist.com/b/sunset-fried-chicken-sandwiches/,47.6158615,-122.3164965,https://intentionalist.com/wp-content/uploads/2018/02/5a6e9e3c3a631100010ea2d3_v25ktW2KnTF6vR63NlQnptA-150x150.jpg,"['Minority-Owned', 'Woman-Owned']",['Restaurants']
Suika Seattle,Capitol Hill,"611 E Pine St, Seattle, WA 98122",https://intentionalist.com/b/suika-seattle/,47.6150676,-122.3237637,https://intentionalist.com/wp-content/uploads/2018/02/5a5ed7205bf5750001e72063_Suika20Seattle20-20Facebook-150x150.jpg,['Minority-Owned'],['Restaurants']
Sugar Hill,Capitol Hill,"414 E Pine St, Seattle, WA 98122",https://intentionalist.com/b/sugar-hill/,47.6153778,-122.3260565,https://intentionalist.com/wp-content/uploads/2018/02/5a5fe67241947c00013548e2_Sugar20Hill20-20Website-1-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Sparkle Cleaners,Ballard,"2011 NW Market St, Seattle, WA 98107",https://intentionalist.com/b/sparkle-cleaners/,47.6684832,-122.3826396,https://intentionalist.com/wp-content/uploads/2018/02/IMG_5924-e1527979872330-150x150.jpg,"['Family-Owned', 'Minority-Owned']",['Dry Cleaning']
Simply Soulful,Central District,"2909-B E Madison St, Seattle, WA 98112",https://intentionalist.com/b/simply-soulful/,47.6240718,-122.2948544,https://intentionalist.com/wp-content/uploads/2018/02/599238e1a513ef0001792c16_10259902_593422544080408_4468432587207225788_n-150x150.jpg,"['Black-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Shiku Sushi,Ballard,"5310 Ballard Ave NW, Seattle, WA 98107",https://intentionalist.com/b/shiku-sushi/,47.6667972,-122.3832361,https://intentionalist.com/wp-content/uploads/2018/02/59931db1816b4d00015cf161_11242336_10153404540444332_6460248327674366298_o-1-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
El Moose,Ballard,"5242 Leary Ave NW, Seattle, WA 98107",https://intentionalist.com/b/el-moose/,47.6666283,-122.3816932,https://intentionalist.com/wp-content/uploads/2018/02/5990c4fd94beee0001081f8f_11796234_1027251720626193_1724465355606243529_n-1-150x150.jpg,"['Latino-Owned', 'Woman-Owned']",['Restaurants']
Sen Noodle Bar,Ballard,"2307 NW Market St, Seattle, WA 98107",https://intentionalist.com/b/sen-noodle-bar/,47.6684514,-122.3866138,https://intentionalist.com/wp-content/uploads/2018/02/59b061820b7f21000166d7be_o-2-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned']",['Restaurants']
Seattle Meowtropolitan,Fremont,"1225 N 45th St, Seattle, WA 98103",https://intentionalist.com/b/seattle-meowtropolitan/,47.6612236,-122.3429162,https://intentionalist.com/wp-content/uploads/2018/02/5a515da2428b18000130ec5c_Seattle20Meowtropolitan-website-150x150.jpg,['Minority-Owned'],"['Coffee, Tea & Juice']"
Sam’s Sushi Bar & Grill,Ballard,"5506 22nd Ave NW, Seattle, WA 98107",https://intentionalist.com/b/sams-sushi-bar-grill/,47.668961,-122.3845594,https://intentionalist.com/wp-content/uploads/2018/02/5a347244893f240001b67977_Sam27s20Sushi20Bar202620Grill20-20Goidel201-1.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned']",['Restaurants']
Safari Njema,Columbia City,"5041 Rainier Ave S, Seattle, WA 98118",https://intentionalist.com/b/safari-njema/,47.5559893,-122.2842903,https://intentionalist.com/wp-content/uploads/2018/02/ABE0173E-0105-49B3-B859-B2024B49882D-150x150.jpeg,"['Black-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Soi,Capitol Hill,"1400 10th Ave, Seattle, WA 98122",https://intentionalist.com/b/soi/,47.6131325,-122.3192722,https://intentionalist.com/wp-content/uploads/2018/02/51195575_2250199645252190_659992317192663341_n-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Root Table,Ballard,"2213 NW Market St, Seattle, WA 98107",https://intentionalist.com/b/root-table/,47.6685284,-122.3854113,https://intentionalist.com/wp-content/uploads/2018/02/5a38457b529d5000015a4f2f_roottable20-20fb-150x150.jpg,['Minority-Owned'],['Restaurants']
Roll OK Please,,"Bellevue, WA 98107",https://intentionalist.com/b/roll-ok-please/,47.6683603,-122.3769582,https://intentionalist.com/wp-content/uploads/2018/02/5a6bb24df2b71e0001017a1f_Roll20OK20Please20-20Facebook-150x150.jpg,"['Minority-Owned', 'Woman-Owned']",['Food Trucks']
Rock Box,Capitol Hill,"1603 Nagle Pl, Seattle, WA 98122",https://intentionalist.com/b/rock-box/,47.6155101,-122.3201897,https://intentionalist.com/wp-content/uploads/2018/02/5a6d4df7e9b67d00018621bf_528072_353202824719024_1475592263_n-1-150x150.jpg,"['Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Bars']
Ristorante Machiavelli,Capitol Hill,"1215 Pine St, Seattle, WA 98101",https://intentionalist.com/b/ristorante-machiavelli/,47.615013,-122.3280631,https://intentionalist.com/wp-content/uploads/2018/02/5a6e99948825510001072934_Ristorante20Machiavelli-150x150.jpg,"['Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Revel,Fremont,"401 N 36th St, Seattle, WA 98103",https://intentionalist.com/b/revel/,47.6519983,-122.3541339,https://intentionalist.com/wp-content/uploads/2018/02/Revel-Eats-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Retail Therapy,Capitol Hill,"905 E Pike St, Seattle, WA 98122",https://intentionalist.com/b/retail-therapy/,47.613893,-122.320358,https://intentionalist.com/wp-content/uploads/2018/02/IMG_8631-150x150.jpg,"['Minority-Owned', 'Woman-Owned']",['Shopping']
Regent Bakery & Cafe,Capitol Hill,"1404 E Pine St, Seattle, WA 98122",https://intentionalist.com/b/regent-bakery-cafe/,47.6154896,-122.3137906,https://intentionalist.com/wp-content/uploads/2018/02/5a5e7aa16948b4000162f8db_Regent20Bakery-Clise-150x150.jpg,"['Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Bakeries']
Rancho Bravo Tacos – Wallingford,Wallingford,"211 NE 45th St, Seattle, WA 98105",https://intentionalist.com/b/rancho-bravo-tacos-wallingford/,47.661191,-122.3266698,https://intentionalist.com/wp-content/uploads/2018/02/Rancho-Bravo-Tacos-2-150x150.jpg,"['Latino-Owned', 'Minority-Owned']",['Catering']
Quinn’s Pub,Capitol Hill,"1001 E Pike St, Seattle, WA 98122",https://intentionalist.com/b/quinns-pub/,47.613868,-122.3191979,https://intentionalist.com/wp-content/uploads/2018/02/5a5ae764090fa200016fe458_Quinn27s20Pub20-20Website-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned']",['Restaurants']
Queen Sheba Ethiopian Restaurant,Capitol Hill,"916 E John St, Seattle, WA 98102",https://intentionalist.com/b/queen-sheba-ethiopian-restaurant/,47.6200796,-122.3201392,https://intentionalist.com/wp-content/uploads/2018/02/5a5812b9724f0e00016032db_Queen20Sheba20-20Website-150x150.png,"['Black-Owned', 'Family-Owned', 'Minority-Owned']",['Restaurants']
Qin,Capitol Hill,"1203 Pine St, Seattle, WA 98101",https://intentionalist.com/b/qin/,47.6148668,-122.328402,https://intentionalist.com/wp-content/uploads/2018/02/5a6bc234ff846b0001f038ac_Qin20-20Website-1-150x150.jpg,['Minority-Owned'],['Restaurants']
Pomerol,Fremont,"127 N 36th St, Seattle, WA 98103",https://intentionalist.com/b/pomerol/,47.6525101,-122.3564893,https://intentionalist.com/wp-content/uploads/2018/02/5a4d0774b612780001d87698_Pomerol-Google-1-150x150.jpg,"['Family-Owned', 'Minority-Owned']",['Restaurants']
Poke Square,Ballard,"1701 NW Market St, Seattle, WA 98107",https://intentionalist.com/b/poke-square/,47.6683853,-122.3791003,https://intentionalist.com/wp-content/uploads/2018/02/5992426fbcbfc30001effdab_o-1-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Poke Lover,Ballard,"2215 NW Market St, Seattle, WA 98107",https://intentionalist.com/b/poke-lover/,47.668483,-122.385723,https://intentionalist.com/wp-content/uploads/2018/02/5a355d569004960001ec36a9_PokeLover-1-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Poco Wine + Spirits,Capitol Hill,"1408 E Pine St, Seattle, WA 98122",https://intentionalist.com/b/poco-wine-spirits/,47.6154371,-122.3135774,https://intentionalist.com/wp-content/uploads/2018/02/5a5ae91f18aa1800015ff089_Poco20Wine20and20Spirits-Facebook-150x150.jpg,"['Black-Owned', 'Minority-Owned', 'Woman-Owned']",['Bars']
Plum Bistro,Capitol Hill,"1429 12th Ave, Seattle, WA 98122",https://intentionalist.com/b/plum-bistro/,47.6137605,-122.3172054,https://intentionalist.com/wp-content/uploads/2018/02/5a4c6806b612780001d866b3_Plum20Bistro-Yelp-1-150x150.jpg,"['Black-Owned', 'Minority-Owned', 'Woman-Owned']",['Catering']
